VideoID,Vote1,Vote2,Vote3,Vote4,Vote5,Vote6,Vote7,Vote8,Vote9,Vote10,Vote11,Vote12,Vote13,Vote14,Vote15,Vote16,Vote17,Vote18,Vote19,Vote20,StdDev,Mode,GA
15_00_0031,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0.36,1,1
18_00_0018,3,2,2,4,4,3,4,3,4,4,4,2,2,4,3,2,3,3,4,1,0.92,4,2
22_00_0030,1,3,4,3,2,3,4,4,2,3,2,4,2,2,3,4,3,4,4,4,0.92,4,3
20_00_0094,2,4,3,1,4,4,3,4,3,1,3,4,3,4,4,3,3,3,2,3,0.92,3,4
20_00_0041,3,4,3,3,3,1,1,3,3,4,4,4,2,3,4,3,4,3,4,2,0.92,3,3
16_00_0022,4,3,1,4,1,3,4,4,2,3,3,4,4,4,3,3,3,3,3,2,0.92,3,3
07_00_0000,4,4,1,3,4,1,2,3,3,3,3,3,4,3,2,4,3,4,3,4,0.92,3,3
24_00_0113,3,4,4,3,1,1,3,3,4,2,2,3,4,3,3,4,4,3,3,4,0.92,3,3
11_00_0003,2,2,4,4,3,2,1,3,4,3,3,4,3,3,4,4,2,2,4,3,0.89,3,2
16_00_0025,4,3,1,3,4,4,1,3,4,2,3,3,4,3,3,3,3,4,2,3,0.89,3,2
23_00_0019,4,3,4,1,2,3,3,4,3,2,3,4,4,2,3,4,4,3,2,2,0.89,3,3
24_00_0046,3,2,4,1,2,3,2,3,2,4,3,4,4,3,3,2,4,4,4,3,0.89,3,3
10_00_0016,3,3,4,4,4,4,1,4,3,3,3,3,3,4,1,3,2,2,3,3,0.89,3,3
02_00_0015,4,2,1,4,1,4,4,3,2,3,3,3,4,4,3,3,3,3,3,3,0.89,3,3
14_00_0120,3,3,1,4,1,3,4,4,4,3,4,3,4,3,3,2,3,3,2,3,0.89,3,3
20_00_0079,1,3,4,3,2,4,3,3,3,1,4,2,4,3,4,3,3,3,4,3,0.89,3,3
10_00_0009,2,3,1,2,4,2,3,2,3,3,4,4,4,2,3,3,2,3,2,3,0.83,3,1
14_00_0098,3,2,3,1,3,3,3,3,3,2,3,3,3,4,2,1,3,4,4,2,0.83,3,3
02_00_0019,3,3,3,3,4,3,2,2,3,4,3,4,1,2,3,3,3,2,3,1,0.83,3,3
06_00_0027,2,2,4,3,3,2,3,3,4,2,2,3,2,2,2,2,3,3,2,1,0.74,2,3
15_00_0018,2,2,3,2,2,2,2,2,4,2,1,2,3,3,3,4,2,2,3,3,0.74,2,2
02_00_0051,2,2,3,2,2,1,1,2,2,3,3,3,2,3,2,1,2,3,2,2,0.65,2,3
02_00_0050,3,2,3,1,3,2,4,4,2,3,4,4,3,2,3,2,4,2,3,3,0.85,3,2
18_00_0052,4,4,1,2,2,3,3,3,3,3,4,4,2,3,1,3,3,3,3,3,0.85,3,3
14_00_0063,2,3,3,3,3,2,4,3,4,4,4,2,3,3,3,1,3,3,3,1,0.85,3,3
07_00_0006,3,3,2,3,3,1,3,3,3,3,4,2,1,3,3,2,4,2,2,3,0.79,3,1
03_00_0008,2,1,1,3,3,4,4,3,2,2,2,3,2,3,3,3,3,3,3,3,0.79,3,1
23_00_0026,3,4,3,1,3,3,2,3,2,3,2,4,1,2,3,2,3,3,3,3,0.79,3,2
10_00_0040,2,3,2,3,2,1,3,2,3,4,3,3,2,4,2,2,2,4,3,3,0.79,2,2
24_00_0086,2,4,1,3,4,2,3,3,3,2,4,4,4,4,4,2,3,4,4,4,0.93,4,3
02_00_0033,2,4,2,2,2,2,4,4,2,4,4,4,4,2,4,4,4,3,4,3,0.93,4,3
24_00_0098,3,4,3,2,4,3,1,4,4,4,4,3,4,3,3,4,3,1,3,4,0.93,4,4
14_00_0017,4,2,3,4,3,3,3,4,1,2,4,2,4,4,3,4,4,4,2,4,0.93,4,4
18_00_0084,3,4,4,2,4,2,4,2,4,2,3,4,4,2,2,4,4,4,4,2,0.93,4,4
20_00_0045,3,2,3,4,4,3,1,2,2,2,3,3,4,3,4,3,2,2,3,3,0.81,3,3
18_00_0041,4,3,3,2,2,2,1,3,4,3,3,3,4,2,2,3,2,3,4,3,0.81,3,3
22_00_0041,1,3,3,2,3,2,3,2,3,2,4,3,3,2,4,4,4,2,3,3,0.81,3,3
17_00_0013,4,3,3,3,3,1,3,2,3,3,3,3,2,4,2,2,4,2,2,2,0.78,3,2
05_00_0006,2,3,4,3,4,4,2,4,3,2,2,3,3,3,4,4,4,4,3,1,0.89,4,3
20_00_0076,3,3,4,4,4,2,3,4,2,3,2,3,4,4,4,1,2,3,4,3,0.89,4,3
14_00_0084,3,3,4,1,3,1,3,4,4,4,4,3,4,4,2,3,3,3,3,3,0.89,3,4
20_00_0075,2,2,2,4,3,4,3,4,4,3,4,4,4,4,3,3,3,2,1,3,0.89,4,4
07_00_0003,3,4,2,3,2,3,3,1,3,4,4,2,4,3,3,2,2,3,4,4,0.86,3,2
20_00_0073,2,4,3,3,3,2,3,2,3,2,4,4,4,2,3,3,3,4,4,1,0.86,3,3
20_00_0119,3,4,3,3,2,4,4,3,3,3,3,4,4,1,3,2,1,3,3,3,0.86,3,3
12_00_0001,3,3,3,3,2,3,4,3,2,2,4,3,1,3,2,3,4,4,2,4,0.83,3,1
20_00_0008,2,3,3,2,2,4,2,1,2,4,3,4,4,4,3,3,3,3,3,3,0.83,3,2
16_00_0024,3,2,4,4,3,3,2,3,2,4,3,3,4,3,3,3,2,4,1,2,0.83,3,4
12_00_0009,2,4,2,3,3,2,3,3,3,3,4,2,4,4,4,3,1,2,3,3,0.83,3,2
09_00_0011,3,2,3,4,1,3,4,4,3,2,3,4,4,2,3,3,2,2,3,3,0.83,3,3
14_00_0097,3,2,3,3,2,4,3,2,4,3,1,3,2,4,3,2,4,4,3,3,0.83,3,3
22_00_0044,4,2,2,3,4,4,4,4,1,4,4,2,4,4,4,3,3,4,3,2,0.94,4,4
10_00_0036,2,3,3,4,2,3,3,3,2,2,3,2,3,2,3,2,2,2,1,4,0.74,2,2
24_00_0012,3,3,4,4,1,4,3,2,3,4,4,4,4,1,4,3,3,3,3,3,0.91,3,4
22_00_0004,3,1,3,3,4,2,3,3,4,3,3,3,4,4,1,4,4,3,4,4,0.91,3,3
07_00_0007,3,2,3,4,1,4,3,4,4,4,3,3,3,1,3,4,3,4,3,4,0.91,3,3
18_00_0046,3,4,1,4,2,4,2,3,4,4,4,4,2,4,3,3,3,2,4,3,0.91,4,4
05_00_0014,3,4,2,4,3,4,2,4,3,4,4,4,3,4,3,2,2,1,3,4,0.91,4,4
20_00_0030,3,2,3,3,3,3,4,4,3,1,4,1,4,4,3,4,3,4,3,4,0.91,3,3
18_00_0067,3,4,4,4,4,4,4,3,4,4,3,1,2,4,4,1,4,3,3,4,0.96,4,4
06_00_0020,1,2,2,2,2,1,3,2,3,1,2,2,2,2,2,3,2,2,3,2,0.59,2,2
05_00_0017,3,3,3,3,2,3,3,1,3,3,3,3,4,3,3,2,2,1,2,2,0.73,3,2
07_00_0013,2,2,2,4,2,4,2,3,3,2,3,2,3,2,3,3,3,3,3,1,0.73,3,3
17_00_0003,4,3,3,3,4,2,3,2,4,2,2,1,4,3,4,3,3,3,4,3,0.84,3,2
10_00_0018,3,2,4,3,1,2,3,3,3,4,4,4,3,3,4,3,2,4,2,3,0.84,3,2
22_00_0047,3,4,4,2,2,1,3,2,3,3,3,3,3,3,2,4,4,4,3,4,0.84,3,4
01_00_0013,3,1,4,4,2,4,2,2,3,3,2,3,4,4,3,3,4,3,3,3,0.84,3,3
23_00_0025,1,3,3,3,3,2,2,4,3,3,3,4,4,4,3,3,4,2,4,2,0.84,3,3
18_00_0031,2,2,2,4,4,4,3,4,3,4,2,2,3,4,4,2,3,3,4,2,0.86,4,2
18_00_0106,2,2,4,4,3,2,2,4,3,3,2,2,4,3,4,4,4,3,2,4,0.86,4,3
05_00_0007,4,2,3,2,4,2,3,3,2,4,3,2,4,4,4,4,2,2,4,3,0.86,4,3
19_00_0009,3,3,4,4,4,2,1,4,2,2,3,4,4,3,3,2,3,3,4,3,0.86,3,3
18_00_0025,4,3,3,4,2,2,2,4,3,3,4,2,3,2,2,4,4,4,2,4,0.86,4,4
20_00_0055,4,4,1,4,2,3,2,3,3,3,2,4,3,4,2,3,3,3,4,4,0.86,3,3
20_00_0062,3,3,4,3,2,3,3,3,2,2,2,3,3,1,4,4,4,4,4,4,0.86,3,3
18_00_0044,4,4,3,2,3,2,4,3,4,2,4,2,1,3,3,4,3,3,4,3,0.86,3,3
20_00_0102,3,2,1,2,3,3,3,4,2,4,4,4,4,3,2,3,4,4,3,3,0.86,3,3
20_00_0114,4,3,2,3,3,3,3,4,3,1,4,4,3,3,4,3,3,3,4,1,0.86,3,3
14_00_0009,4,4,2,3,4,4,4,4,4,4,1,4,4,4,3,1,4,4,3,4,0.97,4,3
18_00_0055,3,4,2,2,3,2,3,2,4,2,3,2,2,2,3,4,2,3,3,4,0.77,2,4
24_00_0073,4,4,4,3,4,2,4,2,4,1,3,3,3,2,4,4,4,4,4,3,0.9,4,3
18_00_0008,4,4,4,3,2,4,3,3,3,2,1,4,3,4,4,4,2,4,4,4,0.9,4,3
11_00_0017,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0.3,1,1
03_00_0001,3,4,3,3,4,2,3,4,4,2,3,4,2,2,2,2,3,2,3,2,0.79,2,1
14_00_0050,2,3,4,3,2,1,2,3,4,3,3,3,3,3,4,2,3,4,3,2,0.79,3,3
22_00_0010,2,3,3,2,3,3,4,4,2,4,1,3,3,3,3,2,4,2,3,3,0.79,3,3
22_00_0012,3,3,4,4,4,3,2,4,4,3,3,2,3,4,3,4,2,1,4,4,0.87,4,2
18_00_0080,3,2,4,1,4,3,2,3,2,4,4,3,4,4,4,4,3,4,3,3,0.87,4,2
23_00_0003,2,3,2,1,2,4,4,3,3,4,3,4,4,4,3,4,4,3,4,3,0.87,4,2
17_00_0004,3,3,4,2,4,4,2,4,4,3,4,2,3,4,3,3,1,3,4,4,0.87,4,3
24_00_0075,4,2,1,2,3,3,4,3,3,4,4,4,4,4,4,4,3,3,2,3,0.87,4,3
14_00_0090,3,3,2,1,4,2,2,4,3,4,3,4,4,3,3,4,4,3,4,4,0.87,4,3
24_00_0021,3,4,2,3,3,4,4,3,1,4,4,4,4,3,3,4,3,4,2,2,0.87,4,3
14_00_0100,4,4,2,2,2,2,4,4,3,2,3,4,4,4,3,2,4,4,4,3,0.87,4,3
06_00_0005,3,3,1,3,3,4,3,4,1,3,4,4,4,3,3,4,3,4,3,4,0.87,3,3
02_00_0026,2,3,2,3,2,3,2,2,3,3,2,3,1,3,2,2,2,1,3,3,0.65,2,3
10_00_0042,3,3,2,3,3,1,3,3,2,2,2,3,1,2,2,3,2,2,3,2,0.65,2,2
06_00_0002,4,1,4,4,4,3,1,4,4,3,4,4,3,4,4,3,4,3,4,3,0.92,4,2
24_00_0095,2,4,4,4,2,2,4,4,4,4,4,3,4,4,3,4,1,3,4,4,0.92,4,3
20_00_0068,4,4,3,3,4,3,4,1,4,3,4,3,4,4,4,4,4,3,4,1,0.92,4,4
20_00_0063,4,3,4,4,4,2,4,3,4,4,4,4,3,1,4,4,2,4,2,4,0.92,4,4
20_00_0018,2,3,4,4,3,1,4,3,4,3,4,4,4,4,2,4,2,3,3,4,0.89,4,2
18_00_0017,3,4,4,2,4,4,1,4,3,3,4,4,2,4,3,4,4,2,3,3,0.89,4,3
05_00_0010,3,4,4,4,3,4,2,4,2,3,4,4,4,3,4,1,3,4,3,2,0.89,4,3
22_00_0022,4,4,4,3,4,2,3,4,3,2,4,4,3,2,3,4,4,4,1,3,0.89,4,4
24_00_0020,3,3,4,4,4,3,1,4,3,4,4,2,4,4,2,3,4,2,3,4,0.89,4,4
14_00_0013,2,3,2,3,2,2,4,4,3,3,4,4,3,4,4,4,3,4,2,2,0.83,4,3
10_00_0014,2,3,4,2,2,4,3,2,3,3,4,4,4,4,4,3,3,4,2,2,0.83,4,3
11_00_0005,2,4,2,4,1,4,4,3,2,3,3,3,4,4,3,3,3,3,4,3,0.83,3,2
20_00_0109,3,4,4,3,3,3,3,3,3,3,4,4,4,3,3,1,3,4,3,1,0.83,3,4
20_00_0039,3,3,2,1,2,3,3,3,4,4,3,3,4,4,3,4,3,4,2,4,0.83,3,3
22_00_0037,4,3,2,3,4,2,4,4,4,4,4,4,4,4,1,4,4,3,3,2,0.91,4,4
22_00_0006,4,2,3,2,2,4,4,3,2,2,3,4,3,3,4,3,2,2,4,3,0.8,2,1
24_00_0077,2,2,2,3,4,1,3,3,4,3,3,2,3,4,3,4,4,3,3,3,0.8,3,2
19_00_0005,2,3,3,3,3,2,2,2,3,4,4,4,4,3,1,3,3,3,4,3,0.8,3,3
05_00_0008,4,3,1,4,3,3,2,4,2,4,4,3,3,4,3,2,4,4,3,3,0.85,3,2
20_00_0019,3,3,4,1,4,2,2,3,3,2,4,3,3,4,3,4,4,4,4,3,0.85,3,2
14_00_0121,3,2,4,1,2,4,4,4,3,3,4,4,2,3,4,3,4,3,3,3,0.85,3,3
12_00_0002,2,4,3,2,4,3,4,2,3,3,3,3,1,3,2,4,3,3,3,3,0.77,3,2
10_00_0038,2,3,3,2,4,3,3,3,4,2,3,2,4,4,3,4,2,2,2,3,0.77,3,3
24_00_0022,4,4,3,3,1,4,4,4,4,4,4,3,3,3,4,4,4,1,4,4,0.92,4,4
18_00_0012,4,4,3,4,4,4,3,1,4,3,4,1,4,4,4,4,4,3,4,4,0.92,4,4
18_00_0057,3,2,2,1,2,3,2,3,2,2,2,2,2,2,2,1,3,3,2,2,0.57,2,4
14_00_0082,2,3,4,4,3,2,2,3,4,3,3,2,3,4,4,2,3,4,4,2,0.8,3,4
10_00_0020,3,4,4,2,3,3,3,3,3,3,1,4,4,2,3,3,2,4,3,4,0.8,3,2
12_00_0020,3,3,2,3,3,4,3,4,3,3,2,4,4,3,4,4,2,1,3,3,0.8,3,2
01_00_0001,1,3,2,4,3,3,4,3,3,3,3,2,3,4,2,3,3,4,4,3,0.77,3,1
18_00_0056,3,2,3,4,3,2,2,2,4,4,3,3,4,2,3,4,4,2,3,3,0.77,3,4
20_00_0105,3,3,4,2,3,3,3,4,2,4,4,3,4,2,3,2,2,3,4,2,0.77,3,2
20_00_0069,3,3,3,3,3,2,3,1,4,2,3,3,3,4,3,4,4,3,4,2,0.77,3,4
18_00_0072,4,4,4,4,1,4,4,3,4,4,4,3,4,4,1,4,4,4,4,4,0.92,4,4
14_00_0060,2,3,3,4,4,4,3,3,4,4,3,3,4,4,4,2,4,3,1,4,0.84,4,3
10_00_0007,2,3,2,4,4,4,3,4,3,1,3,4,4,3,4,4,4,3,3,4,0.84,4,3
15_00_0020,4,2,3,2,3,4,3,4,3,3,4,4,1,3,4,4,4,3,4,4,0.84,4,3
16_00_0002,1,4,4,3,3,4,4,4,4,3,4,3,4,3,3,2,4,4,2,3,0.84,4,3
24_00_0045,4,3,4,4,1,2,3,3,4,4,4,3,4,4,4,3,3,4,3,2,0.84,4,4
20_00_0054,3,3,4,4,4,3,3,4,4,4,4,2,2,3,4,1,4,3,3,4,0.84,4,4
10_00_0028,2,4,2,4,4,3,4,4,2,2,3,4,4,3,2,4,4,3,3,3,0.81,4,2
18_00_0028,3,2,2,3,4,4,4,4,2,2,4,4,4,3,3,4,4,3,3,2,0.81,4,2
14_00_0085,1,3,3,2,3,3,3,3,4,4,4,4,4,3,4,3,4,3,2,4,0.81,3,4
24_00_0061,2,3,3,3,4,3,3,3,4,4,2,4,4,3,4,3,4,3,1,4,0.81,3,3
14_00_0103,3,3,3,2,3,4,3,4,4,3,4,4,4,3,4,3,4,2,3,1,0.81,3,3
20_00_0077,3,3,3,4,4,3,2,4,4,3,3,3,4,4,3,4,1,3,2,4,0.81,3,3
20_00_0007,4,4,2,4,1,4,4,4,3,4,4,4,3,4,2,4,4,3,3,3,0.86,4,2
14_00_0070,2,4,1,3,4,4,4,3,2,4,4,4,4,4,4,4,3,4,3,3,0.86,4,2
18_00_0015,2,4,3,2,4,3,4,3,3,4,4,4,4,4,4,1,4,4,3,4,0.86,4,3
18_00_0079,1,4,4,2,3,3,4,3,3,2,3,4,4,4,4,4,4,4,4,4,0.86,4,3
24_00_0064,3,3,4,4,4,4,4,4,3,2,3,4,4,1,2,4,3,4,4,4,0.86,4,3
16_00_0006,3,3,2,4,4,3,4,4,2,3,4,3,1,4,4,4,4,4,4,4,0.86,4,3
02_00_0009,1,4,4,3,4,4,4,4,4,3,2,2,3,3,4,3,4,4,4,4,0.86,4,4
14_00_0031,4,2,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,1,2,4,0.86,4,4
23_00_0002,3,4,3,3,4,4,2,4,4,2,3,4,3,3,1,4,3,3,4,4,0.83,4,2
16_00_0003,4,3,2,4,4,3,4,1,4,4,4,3,4,3,4,3,2,3,3,3,0.83,4,3
18_00_0030,3,4,3,4,2,4,4,3,3,4,4,4,4,3,3,1,3,3,2,4,0.83,4,3
15_00_0005,4,3,3,4,4,1,2,3,2,4,4,4,4,3,4,4,3,3,3,3,0.83,4,3
24_00_0058,3,4,3,2,2,3,1,3,3,3,3,4,4,4,4,4,3,4,4,4,0.83,4,3
22_00_0029,4,3,4,4,3,1,3,4,3,4,4,2,4,4,3,3,2,3,3,4,0.83,4,3
10_00_0030,3,4,4,4,4,1,3,2,3,4,3,4,4,3,2,3,4,3,4,3,0.83,4,3
18_00_0024,4,2,2,3,4,3,4,4,2,4,3,4,2,4,4,4,3,2,4,3,0.83,4,3
14_00_0089,3,3,3,3,4,3,4,2,4,4,4,4,3,3,1,4,4,4,2,3,0.83,4,4
14_00_0112,4,3,3,4,1,4,2,4,4,4,3,3,3,4,3,4,3,3,2,4,0.83,4,4
20_00_0086,4,3,4,3,4,3,2,4,3,4,4,4,3,3,1,4,4,3,3,2,0.83,4,4
24_00_0094,3,1,4,3,2,3,4,3,4,4,2,3,3,3,4,4,4,4,3,4,0.83,4,4
18_00_0020,1,3,2,4,3,4,3,3,4,3,3,2,4,4,4,4,4,4,4,4,0.85,4,2
24_00_0074,4,3,3,3,2,1,4,4,4,3,3,4,4,3,4,4,4,4,2,4,0.85,4,3
22_00_0019,4,4,3,1,3,4,4,4,4,3,3,2,4,3,3,4,4,2,4,4,0.85,4,3
20_00_0080,3,3,3,4,3,4,3,3,2,4,4,4,4,4,4,4,1,2,4,4,0.85,4,4
20_00_0112,4,2,4,3,3,3,4,1,4,4,4,4,4,4,4,2,4,3,3,3,0.85,4,4
20_00_0100,4,3,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,0.87,4,4
18_00_0021,3,2,4,2,2,2,3,3,4,4,3,3,3,2,3,4,4,4,3,4,0.77,3,2
20_00_0108,4,3,2,3,3,2,3,4,3,4,3,3,1,4,4,3,3,4,3,3,0.77,3,4
18_00_0097,4,3,3,4,4,2,2,3,3,3,4,2,3,4,2,2,3,4,3,4,0.77,3,3
14_00_0016,2,3,3,4,2,4,3,3,2,2,4,4,3,4,3,4,3,2,3,4,0.77,3,3
14_00_0067,1,4,3,4,3,3,2,4,4,4,3,2,3,3,3,3,3,3,4,3,0.77,3,3
14_00_0094,2,3,4,3,4,3,2,3,2,4,3,4,3,2,3,2,4,4,4,4,0.79,4,3
14_00_0099,4,4,3,4,2,3,2,4,2,4,4,3,3,4,4,3,2,3,3,2,0.79,4,3
10_00_0021,3,2,3,4,4,4,4,3,3,3,4,2,2,4,3,2,2,4,3,4,0.79,4,3
22_00_0009,1,4,4,4,3,3,2,4,3,4,3,2,3,4,3,3,4,3,3,3,0.79,3,2
18_00_0117,3,3,4,3,2,4,1,3,4,3,4,4,3,3,3,2,4,4,3,3,0.79,3,2
20_00_0098,2,4,3,3,4,4,2,3,1,3,4,4,3,3,3,4,4,3,3,3,0.79,3,4
22_00_0045,3,3,3,4,4,3,3,4,2,3,2,4,4,2,4,4,2,4,2,3,0.79,4,4
16_00_0013,4,4,2,3,3,4,1,3,4,4,3,3,2,3,3,3,3,4,3,4,0.79,3,3
20_00_0103,2,4,3,4,4,4,2,3,4,4,4,4,3,3,1,4,4,4,4,4,0.86,4,3
10_00_0022,3,4,2,3,4,2,3,2,3,2,3,4,3,3,2,2,2,3,3,3,0.68,3,1
15_00_0017,3,2,3,2,3,3,2,4,4,2,4,3,3,3,3,3,2,2,3,2,0.68,3,2
18_00_0033,3,3,3,3,4,2,2,2,3,3,3,4,2,4,3,3,2,3,2,4,0.7,3,3
14_00_0043,2,4,3,3,3,4,2,2,4,3,3,3,4,3,3,4,2,2,3,4,0.74,3,2
20_00_0078,2,4,3,3,4,2,4,3,2,3,2,3,3,3,4,4,4,2,3,3,0.74,3,3
24_00_0076,3,4,4,3,4,2,3,3,2,2,3,4,4,3,3,3,2,4,3,2,0.74,3,3
11_00_0012,3,3,4,3,2,3,3,4,3,4,2,4,4,3,3,3,1,3,3,3,0.74,3,3
14_00_0064,4,4,1,3,3,4,3,4,3,3,2,3,3,4,3,3,3,2,3,3,0.74,3,3
11_00_0004,2,3,3,3,3,4,2,3,4,3,4,3,2,4,4,3,2,3,2,3,0.71,3,2
14_00_0044,2,3,2,4,3,3,4,4,3,3,3,3,3,3,3,1,3,4,3,3,0.71,3,2
08_00_0017,3,2,3,3,4,2,3,3,3,3,2,4,4,3,2,4,2,3,3,4,0.71,3,3
18_00_0059,4,2,3,4,4,4,4,1,3,3,4,3,4,3,3,3,3,3,4,4,0.78,3,4
14_00_0066,4,3,4,4,3,4,3,4,3,4,3,3,4,4,3,2,3,4,1,3,0.78,3,4
05_00_0013,2,3,4,4,4,4,3,4,3,4,3,2,4,4,3,2,2,3,4,4,0.78,4,3
20_00_0118,3,4,4,3,3,3,4,3,4,2,4,2,2,4,2,4,4,3,4,4,0.78,4,3
22_00_0028,4,4,3,4,2,3,2,4,3,2,4,4,3,3,4,4,4,3,4,2,0.78,4,3
06_00_0016,4,3,4,3,4,4,3,4,2,4,4,2,3,2,3,2,4,3,4,4,0.78,4,3
02_00_0006,4,4,4,2,4,4,2,2,3,4,3,4,4,3,4,3,3,3,4,2,0.78,4,3
02_00_0018,3,3,4,4,4,3,4,3,4,1,3,4,3,4,4,2,4,3,3,3,0.78,3,3
02_00_0016,3,4,3,4,3,4,4,3,4,2,3,4,4,4,3,3,3,1,4,3,0.78,3,3
15_00_0008,4,4,3,3,4,4,1,4,3,4,4,3,3,3,3,3,3,2,4,4,0.78,3,3
16_00_0015,3,4,4,4,1,4,3,3,2,4,4,4,4,3,4,3,3,3,3,3,0.78,3,3
06_00_0019,3,3,3,3,4,3,4,3,4,3,3,4,4,4,3,4,4,1,4,2,0.78,3,3
11_00_0002,4,3,2,4,3,3,4,3,4,1,3,4,4,4,3,4,4,3,3,3,0.78,3,3
18_00_0010,3,3,1,3,4,3,4,4,3,2,4,4,4,4,3,4,3,4,3,3,0.78,3,3
02_00_0030,2,4,4,4,3,2,4,3,4,4,4,3,3,4,4,4,2,2,4,4,0.8,4,3
14_00_0056,2,4,4,2,3,2,2,4,3,4,4,3,4,4,3,4,4,4,4,4,0.8,4,3
14_00_0054,3,3,4,3,3,4,4,1,4,3,4,4,4,4,4,4,4,3,3,2,0.8,4,4
18_00_0095,3,3,1,3,4,4,3,4,4,4,4,4,4,3,3,2,4,4,4,3,0.8,4,4
24_00_0072,3,2,2,4,3,3,4,4,4,3,3,3,3,4,2,2,4,4,4,3,0.75,3,4
14_00_0041,4,3,2,3,3,3,4,3,3,4,4,2,4,3,2,4,4,4,3,2,0.75,3,4
20_00_0035,2,2,3,4,4,3,4,4,4,3,3,2,3,3,4,4,3,3,2,4,0.75,3,4
18_00_0107,2,4,4,4,3,3,2,2,3,3,3,3,3,2,4,4,4,4,4,3,0.75,3,3
05_00_0023,3,4,3,3,2,4,2,3,4,3,4,4,4,4,2,2,4,3,3,3,0.75,3,3
14_00_0026,3,4,2,2,4,3,2,4,4,3,4,3,4,4,3,4,3,2,3,3,0.75,3,3
18_00_0047,2,3,4,2,2,3,3,3,4,3,4,4,3,2,4,4,3,3,4,4,0.75,3,3
21_00_0004,3,4,4,3,2,2,4,2,4,3,4,3,3,4,2,4,4,3,4,3,0.77,4,3
22_00_0018,2,4,3,2,4,3,4,3,4,2,4,4,3,4,3,3,2,4,4,3,0.77,4,3
24_00_0010,3,4,3,3,4,4,4,4,2,3,3,3,4,3,3,4,4,1,3,3,0.77,3,4
14_00_0047,4,4,3,3,4,4,3,4,1,3,2,3,3,3,3,4,4,4,3,3,0.77,3,4
18_00_0065,3,3,1,3,4,3,2,4,4,3,3,3,4,4,3,4,3,3,4,4,0.77,3,4
18_00_0063,3,4,2,3,4,3,2,4,3,4,2,4,4,4,4,3,4,4,4,2,0.79,4,2
20_00_0081,3,4,4,4,4,4,2,4,4,3,3,4,3,3,1,3,3,3,4,4,0.79,4,3
18_00_0100,2,3,4,3,3,4,3,4,4,4,4,1,3,4,3,4,3,4,4,3,0.79,4,3
18_00_0022,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,3,1,3,3,4,0.79,4,3
24_00_0013,3,1,3,2,4,4,4,4,3,4,3,3,4,4,3,4,4,3,4,3,0.79,4,4
22_00_0024,2,4,4,4,4,3,4,3,3,1,4,4,4,4,3,4,3,3,3,3,0.79,4,4
20_00_0024,4,3,4,3,4,4,4,1,3,4,3,4,4,3,3,4,2,3,3,4,0.79,4,4
22_00_0017,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,1,3,2,0.81,4,3
14_00_0035,4,3,4,4,1,3,2,3,4,4,4,3,4,4,3,4,4,4,4,4,0.81,4,3
18_00_0026,3,4,3,4,4,4,1,4,3,4,4,4,4,4,4,2,3,4,3,4,0.81,4,4
18_00_0115,4,4,4,3,4,4,4,4,4,3,4,3,3,2,4,4,1,3,4,4,0.81,4,4
14_00_0058,3,4,4,3,4,4,3,2,4,4,4,1,4,3,4,4,4,4,3,4,0.81,4,4
24_00_0101,3,3,4,2,1,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,0.8,4,3
10_00_0003,2,2,4,4,4,4,3,4,4,4,3,4,3,4,4,4,2,4,4,2,0.8,4,3
23_00_0011,4,3,1,4,4,4,4,4,4,4,2,3,4,4,3,4,3,4,3,3,0.8,4,4
14_00_0088,3,4,4,4,4,4,3,4,4,3,4,3,2,4,4,1,4,3,3,4,0.8,4,4
20_00_0028,3,2,3,4,3,3,2,4,4,4,3,3,3,2,3,4,4,4,3,2,0.73,3,3
09_00_0005,3,3,2,4,4,4,3,4,4,3,2,3,3,4,4,2,3,3,3,2,0.73,3,3
05_00_0005,3,3,2,2,4,4,3,3,3,4,2,2,3,4,4,4,3,3,3,3,0.7,3,4
20_00_0090,4,2,3,4,4,4,2,2,3,3,3,4,3,3,4,3,3,3,3,2,0.7,3,4
10_00_0015,3,4,3,3,2,3,3,3,4,2,4,2,3,3,2,3,4,4,3,4,0.7,3,3
14_00_0037,3,3,2,2,4,3,2,3,4,2,4,3,3,3,3,4,3,4,3,4,0.7,3,3
20_00_0046,2,3,2,2,3,2,2,4,3,3,3,4,3,3,2,3,3,4,3,3,0.65,3,4
20_00_0084,3,2,2,3,3,3,3,4,2,2,2,3,4,4,3,3,3,3,4,3,0.67,3,3
20_00_0015,4,4,4,4,3,3,4,4,3,4,4,1,4,4,2,3,4,4,4,4,0.8,4,3
18_00_0023,4,4,4,4,4,3,3,4,4,4,4,3,1,4,4,2,4,3,4,4,0.8,4,4
24_00_0106,4,3,4,4,3,4,2,3,4,4,4,3,4,4,1,4,4,4,4,4,0.8,4,4
14_00_0086,4,4,4,2,1,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,0.8,4,4
